1.005975697043842529e+30,9.760836866090262796e+29,9.412741841471949153e+29,1.086670883445868262e+30,9.361277853462273404e+29,1.002227749392070417e+30,9.966398800447396622e+29,9.907461752602261819e+29,1.024352277079536453e+30,9.029044266054033717e+29,1.034230058039420163e+30,1.009453478171778962e+30,9.792435410669453997e+29,9.967074944579626843e+29,9.121520544933269268e+29,1.019811311098832828e+30,1.079056091641935322e+30,1.011471504714716732e+30,9.623530740424932352e+29,1.007709483299292384e+30,9.872371087165749294e+29,1.015749258577984897e+30,9.608113661120865616e+29,9.890567820132511187e+29,1.059945908230281488e+30
<<<<<<< HEAD
2.848428059320826500e+15,2.767952750851484500e+15,3.561591213987601000e+15,3.348409149468739500e+15,2.857004864500639000e+15,6.111662804506174000e+15,6.241175510909525000e+15,6.162436381631108000e+15,6.273692472981038000e+15,5.991521107141205000e+15,9.453700365434946000e+15,9.163694316114672000e+15,9.333366411586616000e+15,9.308639415382568000e+15,8.906991673636033000e+15,1.248032316923527800e+16,1.217264430320908200e+16,1.252861319219199200e+16,1.230693763494965000e+16,1.211901070313404200e+16,1.495947185839980200e+16,1.569390980158604600e+16,1.559920745259156000e+16,1.540046632913694000e+16,1.534684246352368000e+16
-2.273476559950676500e+15,-1.908918790279211500e+15,-1.892635273236533750e+15,-2.006213322764457500e+15,-2.324518193220212500e+15,-5.316949536257588000e+15,-4.631107479782674000e+15,-5.441517613084725000e+15,-5.336818768594386000e+15,-5.582856005903461000e+15,-5.454998650302635000e+15,-5.505351744940064000e+15,-4.858767645363553000e+15,-6.064678490979644000e+15,-5.119052986556566000e+15,-4.501145083915815000e+15,-4.281485668752432500e+15,-4.558362400129034000e+15,-4.503259628466858000e+15,-4.408973523492612000e+15,-3.965770440095786000e+15,-3.633458985677529000e+15,-3.775149341446065000e+15,-3.415595528489389500e+15,-3.732406914818674000e+15
3.262135714952345000e+14,5.986092514683997500e+14,4.262155108820261875e+14,-6.217407337956587500e+13,5.710000937150886250e+14,2.084327114792596000e+15,2.143286438119679500e+15,2.364501467235441000e+15,1.885533092278143500e+15,1.652394999493116000e+15,4.511237914741202000e+15,4.668425011132702000e+15,4.523558146668416000e+15,4.663603157775679000e+15,4.161687963190212000e+15,4.577636923527182000e+15,3.874905262550748000e+15,4.017397411302350000e+15,4.782779184463319000e+15,4.679985245770479000e+15,4.268007884853698500e+15,4.592759820980491000e+15,4.616416457508258000e+15,4.194635593083492000e+15,3.917491508607264500e+15
=======
2.848566659320826500e+15,2.768091350851484500e+15,3.561729813987601000e+15,3.348547749468739500e+15,2.857143464500639000e+15,6.111450284506174000e+15,6.240962990909525000e+15,6.162223861631108000e+15,6.273479952981038000e+15,5.991308587141205000e+15,9.453595645434946000e+15,9.163589596114672000e+15,9.333261691586616000e+15,9.308534695382568000e+15,8.906886953636033000e+15,1.248015684923527800e+16,1.217247798320908200e+16,1.252844687219199200e+16,1.230677131494965000e+16,1.211884438313404200e+16,1.495936405839980200e+16,1.569380200158604600e+16,1.559909965259156000e+16,1.540035852913694000e+16,1.534673466352368000e+16
2.790523440049323500e+15,3.155081209720788500e+15,3.171364726763466000e+15,3.057786677235542500e+15,2.739481806779787500e+15,3.531050463742412000e+15,4.216892520217326000e+15,3.406482386915275000e+15,3.511181231405614000e+15,3.265143994096539000e+15,3.577001349697365000e+15,3.526648255059935000e+15,4.173232354636446000e+15,2.967321509020355500e+15,3.912947013443433500e+15,-2.211450839158164688e+14,-1.485668752433875000e+12,-2.783624001290350625e+14,-2.232596284668593125e+14,-1.289735234926134844e+14,3.074229559904213000e+15,3.406541014322470000e+15,3.264850658553934000e+15,3.624404471510609500e+15,3.307593085181325000e+15
-8.817864285047655000e+14,-6.093907485316002500e+14,-7.817844891179738750e+14,-1.270174073379566000e+15,-6.369999062849113750e+14,9.883271147925958750e+14,1.047286438119679375e+15,1.268501467235441000e+15,7.895330922781435000e+14,5.563949994931160000e+14,3.335237914741202000e+15,3.492425011132702000e+15,3.347558146668415500e+15,3.487603157775678500e+15,2.985687963190212000e+15,-3.663630764728193125e+14,-1.069094737449253000e+15,-9.266025886976510000e+14,-1.612208155366820625e+14,-2.640147542295221875e+14,-1.811992115146302750e+15,-1.487240179019510000e+15,-1.463583542491742500e+15,-1.885364406916509250e+15,-2.162508491392736750e+15
>>>>>>> 0dcdb84b808b1118b40114d1b3b861b51496a6f9
-7.217488790790248459e+02,5.711481017062696992e+02,1.850815629207004918e+02,-3.239385194388428886e+02,3.700088304105918837e+02,2.307745621286262292e+02,-8.067290660882060820e+02,4.701362357063225659e+02,4.033037277431028542e+02,-3.391068540455407856e+02,-1.091177130373009732e+02,-3.467685428664088931e+02,1.728012722599425501e+02,2.652002589499936107e+02,3.218533015825943266e+01,-5.394637646159499127e+02,4.760012267134540025e+02,1.298672791130999258e+02,-8.415357159011688282e+02,7.095464203873751785e+02,3.150720308721153629e+02,2.087124053618006769e+02,-2.580550744109372374e+01,-6.742149104747220463e+02,1.590465904818840954e+02
6.017770760790438089e+01,-6.990731626915314223e+01,-3.222401224766400674e+01,3.538105470856377792e+02,-3.700839935863431265e+02,1.612453012075296783e+02,-3.833821549637829094e+02,1.299098073581404833e+00,4.036731663817737115e+01,1.969776592060721327e+02,-2.137206967234357933e+02,-5.168104433555767230e+01,-6.303888345782955582e+01,3.750260408804001031e+02,-4.259691941958234196e+01,-8.252331953587182056e+01,2.260084257593419466e+02,-5.734774382972523199e+01,1.508600294940299875e+02,-2.450037062942509465e+02,-3.381576535143162801e+02,-1.832036465694303615e+02,4.997544980708187836e+02,-1.560321439247086914e+02,1.831089671267335746e+02
3.143135466634075215e+02,-4.769520990663498594e+01,2.011010034843790208e+02,-7.034733667873171044e+02,3.263609668339167342e+02,-2.131217698405970395e+02,7.162944883066597868e+01,3.498878228679762401e+02,-7.508566309031429000e+02,6.254255125494582899e+02,-1.826569504717630252e+02,5.849790516229711557e+02,-4.241744153716844039e+02,4.000493813992704872e+00,1.072508086093409929e+01,6.275998680452266854e+02,-4.386446028447755339e+02,1.768647256136005694e+02,-2.433116116750272795e+02,-1.106005927897881236e+02,2.485904643032222339e+01,4.174731399985320763e+02,-6.284823617137553811e+02,-3.324592878418052351e+02,4.567066117307479658e+02
